INCROWID,VNAME,BUNAME,SINAME,PRIORITY,STATUS,INCIDENTTYPENAME,INCIDENTCATNAME,INCIDENTTITLE,INCIDENTDETAILS,OCCUREDDATE,OCCUREDTIME,REPORTEDDATE,REPORTEDTIME,LASTUPDATEDDATE,LASTUPDATEDTIME,MONTH,QUARTER,YEAR,LNAME,LEVELNAME,ZNAME,INCIDENTID,REPORTEDBY,INCIDENTTYPENAME_DISPLAY,INCIDENTCATNAME_DISPLAY,INCIDENTCOUNT,MONTHNAME,VCODE,BUCODE,SICODE,DSRDATE
6294,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR - Worker/ Union/ Transporters at IRON ORE KARNATAKA site at 2024-05-15 14:20,"At 1420 hrs,around 50 to 60 numbers of BP BSV manpower came at Admin building main gate to meet HR head Vedanta . Informed  to Vedanta and BSV HR and site management for necessary actions.Later Mr. Vinay koti from BSV came to the main gate and discussed matter with drivers and staff.Convinced them to resolved the matter within 3 days and post discussion, left all people from admin main  security gate at around 1500 hrs.",2024-05-15,14:20,2024-05-15,15:00,2024-05-16,03:32,5,Q1,2024,Main Gate,Medium,Admin Building,4977,Console   Operator,NON-SEC-INC,PR-VILLAGERS,1,MAY,VL,IOB,IOK,2024-05-15
6315,VEDANTA LIMITED,CAIRN OIL & GAS,RJON-Upstream,LOW,OPEN,NON-SECURITY INCIDENTS-OTHER,Illness Case,"Illness Case at RJON-Upstream site at 27 May 2024, 4:08 PM",tst2,2024-05-27,16:08,2024-05-27,16:05,2024-05-27,10:38,5,Q1,2024,Guda S1&S3,Low,RAAGESHWARI GAS TERMINAL,4999,Anugya  Jha,NON-SEC-INC,ILLNESS,1,MAY,VL,CAI,RJ,2024-05-27
6297,VEDANTA LIMITED,Iron Ore Business,IRON ORE ORISSA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IRON ORE ORISSA site at 17 May 2024, 10:30 AM",Yesterday some rengalveda villagers committed Gate closer incident two times @ 1030 hrs and @ 1400 hrs for the demand of supplying drinking water and Sprinkling outside Road areas.   Resolved issues with Coordination of CSR head. ,2024-05-17,10:30,2024-05-18,07:00,2024-05-18,04:59,5,Q1,2024,BICO out Gate,Medium,Nididihi Iron Ore Mines (BICO),4981,IOO  MGate,IR/PR,IR,1,MAY,VL,IOB,IOO,2024-05-17
6299,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at RDC site at 14 May 2024, 4:37 PM","On 14.05.2024 at DSC, at approximately 09:21 hrs. During drug testing, an empty zinc cathode vehicle (RJ09GA4375) driver Niamat Ali (RJ0920030026042) was found to be under the influence of drug. Mail was sent to the concerned department and the driver was blocked in SAP.
",2024-05-14,16:37,2024-05-15,16:34,2024-05-21,11:07,5,Q1,2024,Truck Parking,Medium,DSC,4983,Bishnu  Prasad,SCR- INC,SOP- LSR,1,MAY,VL,HZL,RDC,2024-05-14
11190,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material, miscreants entered at Beltline area .,"Some miscreants entered at Beltline area to take away iron channels.
",2025-03-16,21:00,2025-03-16,21:35,2025-04-10,12:10,3,Q4,2025,Bridge 40,Low,Zone 3,9878,Pritam Rath,SCR- INC,MATERIALS,1,MAR,VL,AL,VALL,2025-03-16
7842,VEDANTA LIMITED,ALUMINIUM SECTOR,BALCO,LOW,OPEN,SECURITY INCIDENTS,Material,"Material at BALCO site at 16 Jun 2024, 7:51 PM","On June 16th, 2024, at approximately 1951 Hrs, Checkmate Security Guard Mr. Vijay Kumar conducted a routine security check on individuals exiting and entering the plant premises through the Project Gate Pedestrian. During the inspection, he observed Mr. Naresh Chouhan (UID - 1634215), an employee of M/s Shree Krishna Engineering, attempting to leave the premises with material concealed in his bag. Upon inspection, approximately 40 kg of Aluminium plates were discovered. Mr. Vijay Kumar immediately intervened and, with the assistance of the Supervisor and stationed guards, apprehended Mr. Naresh Chouhan. His statement was recorded, and the gate pass was submitted to the HR Team for further action.",2024-06-16,19:51,2024-06-16,20:00,2024-06-28,09:52,6,Q1,2024,Project Gate,Low,Project Zone 1,6526,Varsha   Dwivedi,SCR- INC,MATERIALS,1,JUN,VL,AL,BAL,2024-06-16
9451,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Foiled (MOL),Some lady miscreants were trying to take away iron idler rollers from MOL area.,2024-10-05,04:00,2024-10-05,04:51,2024-11-08,10:59,10,Q3,2024,Bridge 40,Medium,Zone 3,8136,Pritam Rath,SCR- INC,MATERIALS,1,OCT,VL,AL,VALL,2024-10-05
10866,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,"Material at VAL L site at 15 Feb 2025, 4:00 PM","3920 kgs of alumina powder were recovered at Mid Station area.
",2025-02-15,16:00,2025-02-15,20:03,2025-03-12,00:13,2,Q4,2025,Admin Building,Low,Zone 1,9554,Pritam Rath,SCR- INC,MATERIALS,1,FEB,VL,AL,VALL,2025-02-15
10867,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Recovery at ambadola,"7330 kgs of alumina powder were recovered from Ambadola with the help of RPF team.
",2025-02-17,06:00,2025-02-17,10:35,2025-03-12,00:18,2,Q4,2025,Admin Building,Low,Zone 1,9555,Pritam Rath,SCR- INC,MATERIALS,1,FEB,VL,AL,VALL,2025-02-17
9152,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,Strike (RBK colony),Residents of RBK were on strike in the protest of Water issue.,2024-09-16,07:00,2024-09-16,07:35,2024-10-11,06:43,9,Q2,2024,Admin Building,Low,Zone 1,7837,Pritam Rath,IR/PR,IR,1,SEP,VL,AL,VALL,2024-09-16
11193,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Strike at RBK Colony Area.,"Some villagers of RBK were on strike at RBK road in the protest of employment related issues.
",2025-03-20,08:00,2025-03-20,11:00,2025-04-10,12:23,3,Q4,2025,MOL Railway line,Low,Zone 1,9881,Pritam Rath,SCR- INC,MATERIALS,1,MAR,VL,AL,VALL,2025-03-20
9156,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Recovery (Beltline entrance),Approx 200 pcs of Iron bend rods of TGS company were recovered from the outside of the beltline area.,2024-09-21,21:30,2024-09-21,22:05,2024-10-11,06:53,9,Q2,2024,SSNP,Low,Zone 3,7841,Pritam Rath,SCR- INC,MATERIALS,1,SEP,VL,AL,VALL,2024-09-21
9081,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Foiled (MVAA Station),Approx 20 miscreants entered at MVAA station area and were trying to cut the new copper cables.,2024-09-06,02:45,2024-09-06,03:24,2024-10-06,07:20,9,Q2,2024,Bridge 40,Low,Zone 3,7766,Pritam Rath,SCR- INC,MATERIALS,1,SEP,VL,AL,VALL,2024-09-06
9048,VEDANTA LIMITED,Sterlite Copper,SILVASSA,LOW,CLOSED,SECURITY INCIDENTS,Others,Theft attempt of Broken Anode piece,"On 3rd August 2024, SIC Nandkishore Patel received an intel regarding suspicious of lifting some material from anode unloading area by ESM Bhupal Singh. Knowing this, SIC Nandkishore Patel checked the bag of ESM Bhupal Singh at the time of exit of B shift at about 2210 hrs. Bhupal Singh was deployed at unloading area in B shift which starts from 1400 hrs and ends at 2200 hrs when relieved by reliver of night shift. Bhupal Singh picked broken anode pieces and hidden in a piece of cloth and picked. Further, he hidden the anode copper piece inside his bag, and kept it near the security main gate area. He was caught red-handed during security check at gate by Mr. Nandkishore Patel, and the material was recovered from his possession. He was interrogated in the Security cabin by Head Security Ananda and SIC Nandkishore, Peregrine Incharge Jitendra to which he confessed and provided his statement to the SIC where he accepted his mistake
",2024-08-03,22:10,2024-08-04,10:28,2024-10-02,21:33,8,Q2,2024,Main gate (outside and inside area),Low,Main Gate-1,7733,ChSecurity  ,SCR- INC,OTHERS,1,AUG,VL,SC,SVS,2024-08-03
6925,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Theft & Recovery,Approx.100 miscreants entered at SSNP strore and took away 50 bundles of copper cables from there.,2024-04-09,01:49,2024-04-09,05:27,2024-06-12,20:10,4,Q1,2024,SSNP,Medium,Zone 3,5609,Pritam Rath,SCR- INC,ASSET,1,APR,VL,AL,VALL,2024-04-09
10858,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Foiled at silo area,"Some miscreants were pelting stones at TGS Container of Silo area.
",2025-02-07,23:30,2025-02-07,01:15,2025-03-11,23:06,2,Q4,2025,Admin Building,Low,Zone 1,9546,Pritam Rath,SCR- INC,MATERIALS,1,FEB,VL,AL,VALL,2025-02-07
4937,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Attempt of Intrusion,"At around 1010 hrs, some ladies were roaming outside of the boundary wall near tower 17 area  with intention of theft . 
The SCCC informed the deployed guard post which the guard increased patrolling in the area thus foiling the intrusion attempt.
",2024-04-08,10:10,2024-04-10,10:54,2024-04-10,05:26,4,Q1,2024,Tower 17,Low,Security,3620,Tribhuvan  Pandey,SCR- INC,ASSET,1,APR,VL,ESL,ENB,2024-04-08
4938,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Attempt of Theft,"At around 1414 hrs, SCCC observed that some women had entered the plant premises near tower 14 with intention of theft of coal.
Information was passed to the deployed guard and QRT.  Seeing security coming miscreant left approx.  15-20 bag of coal worth Rs 2000/- and fled from the spot.
",2024-04-08,14:14,2024-04-10,10:56,2024-04-10,05:28,4,Q1,2024,Tower 14,Low,Security,3621,Tribhuvan  Pandey,SCR- INC,ASSET,1,APR,VL,ESL,ENB,2024-04-08
9148,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Apprehension (GDCL area),Two miscreants were apprehanded at GDCL area while trying to take away copper cables from HR gate.,2024-09-12,01:20,2024-09-12,02:06,2024-10-11,06:31,9,Q2,2024,Ball Mill,Low,Zone 2,7833,Pritam Rath,SCR- INC,MATERIALS,1,SEP,VL,AL,VALL,2024-09-12
9519,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL J,LOW,CLOSED,SECURITY INCIDENTS,Access Control,"Access Control at VAL J site at 10 Nov 2024, 10:05 PM","At around 2205hrs, A contractor from Krishna Strapping Solutions Limited, Raju Hembram (GP No. 6600017131/50/00001) trying to enter forcefully without punch-in. His gate pass was confiscated for further processing.",2024-11-10,22:05,2024-11-10,22:07,2024-11-14,02:00,11,Q3,2024,SEZ  Gate,Low,SEZ/Plant-2,8204,Hemlata   Suthar,SCR- INC,ACCESS,1,NOV,VL,AL,VALJ,2024-11-10
6923,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Recovery,6 bundles of copper cables were recovered from back side of project Office area,2024-04-08,03:49,2024-04-08,05:17,2024-06-12,20:07,4,Q1,2024,Admin Building,Low,Zone 1,5607,Pritam Rath,SCR- INC,ASSET,1,APR,VL,AL,VALL,2024-04-08
6924,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Theft,Approx. 40 miscreants entered at SSNP Store and took away some copper cables from there.,2024-04-09,01:42,2024-04-09,04:45,2024-06-12,20:09,4,Q1,2024,SSNP,Medium,Zone 3,5608,Pritam Rath,SCR- INC,ASSET,1,APR,VL,AL,VALL,2024-04-09
6926,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Theft,Approx. 10 miscreants took away 6 meters copper cable from SS2 through belt -line area.,2024-04-11,02:25,2024-04-11,04:34,2024-06-12,20:12,4,Q1,2024,Ball Mill,Medium,Zone 2,5610,Pritam Rath,SCR- INC,ASSET,1,APR,VL,AL,VALL,2024-04-11
6927,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Recovery,50 mtr of copper cable was recovered from the back side of alcore container at Beltline area.,2024-04-12,01:53,2024-04-12,05:10,2024-06-12,20:13,4,Q1,2024,SSNP,Medium,Zone 3,5611,Pritam Rath,SCR- INC,ASSET,1,APR,VL,AL,VALL,2024-04-12
11196,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Recovery At Balipada Villegers,"11580 kgs of iron pipes were recovered at Balipada village in the presence of Lanjigarh Police team.
",2025-03-24,17:00,2025-03-24,17:30,2025-04-10,12:38,3,Q4,2025,SSNP,Low,Zone 3,9884,Pritam Rath,SCR- INC,MATERIALS,1,MAR,VL,AL,VALL,2025-03-24
4953,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Attempt of Theft,"At around 0842 hrs, 02 boys had entered the plant premises near Sierra post and trying to steal iron scrap.
 Information was given to nearby deployed guard, he shouted & was alert which led to the boys running away.
",2024-04-09,08:42,2024-04-10,17:26,2024-04-10,11:58,4,Q1,2024,Sierra Post,Low,Security,3636,Tribhuvan  Pandey,SCR- INC,ASSET,1,APR,VL,ESL,ENB,2024-04-09
7931,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Recovery,After getting information from control room the patrolling team reached at the outside of FFIL boundary wall and recovered 1.5 tons of iron materials by chasing the miscreants away.,2024-06-13,06:15,2024-06-13,07:00,2024-07-15,06:03,6,Q1,2024,MOL Railway line,Medium,Zone 1,6615,Pritam Rath,SCR- INC,ASSET,1,JUN,VL,AL,VALL,2024-06-13
7932,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Theft Attempt,4 intruders were running towards SS R1 through DM plant area.,2024-06-14,04:15,2024-06-14,05:17,2024-07-15,06:04,6,Q1,2024,Bridge 40,Medium,Zone 3,6616,Pritam Rath,SCR- INC,ASSET,1,JUN,VL,AL,VALL,2024-06-14
7933,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Recovery,Approx. 300 kgs of iron materials were recovered from the backside of GDCL boundary wall area.,2024-06-14,07:00,2024-06-14,07:25,2024-07-15,06:06,6,Q1,2024,Ball Mill,Medium,Zone 2,6617,Pritam Rath,SCR- INC,ASSET,1,JUN,VL,AL,VALL,2024-06-14
9164,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Foiled (Wagon Tippler),Some miscreants entered at Wagon Tippler area and were trying to approach SSNP store.,2024-09-27,02:00,2024-09-27,03:21,2024-10-11,07:01,9,Q2,2024,SSNP,Low,Zone 3,7849,Pritam Rath,SCR- INC,ASSET,1,SEP,VL,AL,VALL,2024-09-27
12226,VEDANTA LIMITED,Sterlite Copper,FUJAIRAH GOLD,LOW,CLOSED,SECURITY INCIDENTS,Person Related,"Select at FUJAIRAH GOLD site at 12 Nov 2024, 3:26 PM",A physical altercation occurred between the two employees,2024-11-12,15:26,2024-11-13,15:21,2025-08-01,11:27,11,Q3,2024,Security Office,Low,CCR,10912,Amit  Choudhary,SCR- INC,Prsn Rltd,1,NOV,VL,SC,FUJ,
4955,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Attempt of Intrusion,"At around 1047 hrs, 02 ladies were roaming outside of the boundary wall near tower 19 with intention of theft . 
The SCCC informed the deployed guard post which the guard increased patrolling in the area thus foiling the intrusion attempt.
",2024-04-09,10:47,2024-04-10,17:30,2024-04-10,12:03,4,Q1,2024,Tower 19,Low,Security,3638,Tribhuvan  Pandey,SCR- INC,ASSET,1,APR,VL,ESL,ENB,2024-04-09
4956,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Attempt of Intrusion,"At around 1718 hrs, some women were roaming outside of the boundary wall near tower 18 and looking for an opportunity to enter the plant premises for theft purpose.
 Information was given to nearby deployed guard, he shouted & was alert which led to the miscreant  running away.
",2024-04-09,17:18,2024-04-10,17:33,2024-04-10,12:07,4,Q1,2024,Tower 18,Low,Security,3639,Tribhuvan  Pandey,SCR- INC,ASSET,1,APR,VL,ESL,ENB,2024-04-09
4957,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,NON-SECURITY INCIDENTS-OTHER,Any Other,Villager Unrest,"At around 1854 hrs, some people of Bhagabandh village had gathered at maithan office, they wanted to meet with Mr. Lakshmana Rao due to job issue . 
Security Shift I/C and QRT were also present there to avoid any untoward situation.
",2024-04-09,18:54,2024-04-10,17:38,2024-04-10,12:09,4,Q1,2024, Bhagaband/Maithan,Low,Office Buildings,3640,Tribhuvan  Pandey,NON-SEC-INC,ANY,1,APR,VL,ESL,ENB,2024-04-09
4958,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Attempt of Theft,"At around 1900 hrs, 03 miscreants had entered the plant premises near tower 1 with intention of theft.
 Information was passed to the nearest deployed guard and QRT team. On arrival of security team the miscreants ran away empty handed leaving 55-60 kgs iron scrap worth Rs 1800/- 
",2024-04-09,19:00,2024-04-10,17:39,2024-04-10,12:12,4,Q1,2024,Tower 1 ,Low,Security,3641,Tribhuvan  Pandey,SCR- INC,ASSET,1,APR,VL,ESL,ENB,2024-04-09
6095,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Attempt of Intrusion,"At around 1709 hrs, a lady was roaming outside of the boundary wall near tower 18 and trying to enter into the plant premises for the purpose of theft.
Information was passed to the nearest deployed guard.  He shouted and scared her off.  Post which the lady ran away.
",2024-04-23,17:09,2024-04-24,16:32,2024-04-24,11:03,4,Q1,2024,Tower 18,Low,Security,4778,Tribhuvan  Pandey,SCR- INC,ASSET,1,APR,VL,ESL,ENB,2024-04-23
9146,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR - Worker/ Union/ Transporters,Strike (Material gate/Weigh bridge),Monomark employees were on tools down due to salary related issues.,2024-09-10,17:00,2024-09-10,17:26,2024-10-11,06:25,9,Q2,2024,Ball Mill,Low,Zone 2,7831,Pritam Rath,IR/PR,IR,1,SEP,VL,AL,VALL,2024-09-10
9166,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Foiled (SS 8E),Some miscreants were trying to take away copper materials from SS 8E area.,2024-09-29,17:00,2024-09-29,18:12,2024-10-11,07:03,9,Q2,2024,Ball Mill,Low,Zone 2,7851,Pritam Rath,SCR- INC,MATERIALS,1,SEP,VL,AL,VALL,2024-09-29
6929,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Theft Attempt & Recovery,Approx. 200 miscreants entered at SSNP store to take away copper cables.,2024-04-13,01:49,2024-04-13,05:33,2024-06-12,20:17,4,Q1,2024,SSNP,Medium,Zone 3,5613,Pritam Rath,SCR- INC,ASSET,1,APR,VL,AL,VALL,2024-04-13
6922,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Access Control,Strike ,Surrounding villagers were doing strike regarding emploment.,2024-04-08,06:40,2024-04-08,11:31,2024-06-12,20:06,4,Q1,2024,Admin Building,Medium,Zone 1,5606,Pritam Rath,SCR- INC,ACCESS,1,APR,VL,AL,VALL,2024-04-08
8496,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL J,LOW,CLOSED,NON-SECURITY INCIDENTS-OTHER,Any Other,"Any Other at VAL J site at 11 Jul 2024, 7:35 PM","At about 1935 hrs, a coal loaded truck (AP26TA9879) driven by Saeed Ansari (MP2020170068433) of Maa Kalika Transport while turning back collided with the roadside guardrail at IPP gate and was damaged. No injuries were reported, the alcohol test was found negative and a safety challan was issued against the driver. The documents of the vehicle have been seized and statement has been taken. The vehicle has been stopped for further investigation.
",2024-07-11,19:35,2024-07-11,19:30,2024-08-19,11:09,7,Q2,2024,TPP Gate,Low,IPP,7181,SHUBHAM JEE,NON-SEC-INC,ANY,1,JUL,VL,AL,VALJ,2024-07-11
8497,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL J,LOW,CLOSED,SECURITY INCIDENTS,Material,"Material at VAL J site at 12 Jul 2024, 4:44 PM","Some scrap material and nut bolts have been found by Baz team during patrolling outside the boundary wall near IPP SEPCO Barrack. These materials have been recovered from the spot. These materials were stolen from SEPCO New Bike Parking Area.
",2024-07-12,16:44,2024-07-12,16:41,2024-08-19,11:12,7,Q2,2024,IPP Sepco Barrack,Low,IPP,7182,SHUBHAM JEE,SCR- INC,MATERIALS,1,JUL,VL,AL,VALJ,2024-07-12
8501,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL J,LOW,CLOSED,NON-SECURITY INCIDENTS-OTHER,Any Other,"Any Other at VAL J site at 14 Jul 2024, 7:30 AM","At around 0730 hrs, a smoke was detected in the left coal boxn wagon near Urja Setu. TPP QRT and fire team reached the spot and extinguished the fire at about 0903 hours.
",2024-07-14,07:30,2024-06-14,07:26,2024-08-19,11:18,7,Q2,2024,Truck Tippler,Low,IPP,7186,SHUBHAM JEE,NON-SEC-INC,ANY,1,JUL,VL,AL,VALJ,2024-07-14
