INCROWID,VNAME,BUNAME,SINAME,PRIORITY,STATUS,INCIDENTTYPENAME,INCIDENTCATNAME,INCIDENTTITLE,INCIDENTDETAILS,OCCUREDDATE,OCCUREDTIME,REPORTEDDATE,REPORTEDTIME,LASTUPDATEDDATE,LASTUPDATEDTIME,MONTH,QUARTER,YEAR,LNAME,LEVELNAME,ZNAME,INCIDENTID,REPORTEDBY,INCIDENTTYPENAME_DISPLAY,INCIDENTCATNAME_DISPLAY,INCIDENTCOUNT,MONTHNAME,VCODE,BUCODE,SICODE,DSRDATE
2093,VEDANTA LIMITED,ALUMINIUM SECTOR,BALCO,LOW,OPEN,SECURITY INCIDENTS,ASSET/PROPERTY,ASSET/PROPERTY at BALCO site at 2023-10-18 23:27,"On 18.10.2023, at around 2327 hrs., while carrying out CCTV surveillance, Mrs. Monika Biswas ( CSOC- shift Incharge) observed 3 miscreants movement at rake loading area (Casthouse-3 platform area). CSOC immediately diverted the QRT team and notified Plant -1 and Plant-2 Shift Incharge for necessary action. Security thwarted the theft attempt swiftly by responding quickly to the site of incident. After noticing the security movement in the area, miscreants fled away from the location by empty handed.",2023-10-18,23:27,2023-10-18,23:40,2024-02-20,05:16,10,Q3,2023,Cast House 3,Low,Zone 1,776,Vinit Kumar,SCR- INC,ASSET,1,OCT,VL,AL,BAL,2023-10-18
2979,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Others,Railway Strike,Ambadola Villagers had strike regarding Job and Stepion issues.,2023-05-03,12:18,2023-05-03,12:18,2024-02-24,06:49,5,Q1,2023,Bridge 40,Medium,Zone 3,1662,313620,SCR- INC,OTHERS,1,MAY,VL,AL,VALL,2023-05-03
3170,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Theft attempt,Bandhuguda Villegers are trying to enter inside plant through boundary wall.,2023-07-04,21:11,2023-07-04,21:12,2024-02-24,15:42,7,Q2,2023,SSNP,Low,Zone 3,1853,11018742,SCR- INC,MATERIALS,1,JUL,VL,AL,VALL,2023-07-04
1662,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR - Worker/ Union/ Transporters at RDC site at 2023-10-03 08:30, Approx. 50 workers of M/s Vaaman company and approx. 65 workers of M/s Reliant company gathered at shaft allocation point and stopped their shift regarding internal issues. M/s Vaaman company workers raising issue regarding the salary payment of Kanhaiya Lal Gadri and M/s Reliant company workers raising issue regarding the category of Prakash Jat resident of Rajpura village and shift changing related issue. After being addressed by HZL management M/s Vaaman company workers went to work around 09:40 hrs. and M/s Reliant company workers went to work around 11:10 hrs. after being addressed by HZL management and union members. ,2023-10-03,08:30,2024-01-20,11:21,2024-01-20,05:56,10,Q3,2023,Mine Shaft,Medium,SKM,345,Garvita  Ameta,IR/PR,IR,1,OCT,VL,HZL,RDC,2023-10-03
1663,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR - Worker/ Union/ Transporters at RDC site at 2023-10-09 08:30,"Workers of M/s RMC company stopped their shift. workers raising their concern regarding why newly joined workers are taken underground when old worker are present. After successfully discussion with senior management and union members, the issue was resolved and workers went to work around 11:00 hrs. ",2023-10-09,08:30,2024-01-20,11:30,2024-01-20,06:06,10,Q3,2023,South Ramp,Medium,SKM,346,Garvita  Ameta,IR/PR,IR,1,OCT,VL,HZL,RDC,2023-10-09
1670,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR at RDC site at 2023-10-12 16:45,"Workers of M/s TTIPL company gathered at TTIPL allocation point. Workers are raising concern regarding their payment and related issues. After being addressed by HR head, around 18:05 hrs., workers went to work. ",2023-10-12,16:45,2024-01-20,12:47,2024-01-20,07:18,10,Q3,2023,Gainwell Workshop,Medium,SKM,353,Garvita  Ameta,IR/PR,IR,1,OCT,VL,HZL,RDC,2023-10-12
1671,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR at RDC site at 2023-10-15 08:45,"Workers of M/s RDL company gathered at RDL allocation point at Shaft area regarding internal issue. After being addressed by HZL Management and Union representative, around 09:05 hrs., workers went to work.",2023-10-15,08:45,2024-01-20,12:49,2024-01-20,07:22,10,Q3,2023,Mine Shaft,Medium,SKM,354,Garvita  Ameta,IR/PR,IR,1,OCT,VL,HZL,RDC,2023-10-15
1672,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR at RDC site at 2023-10-18 08:45,Workers of M/s NG Gadhiya gathered at Shaft allocation point and stopped their shift regarding internal issues. After being addressed by HZL management workers went to work around 09:25 hrs.,2023-10-18,08:45,2024-01-20,12:52,2024-01-20,07:24,10,Q3,2023,Mine Shaft,Medium,SKM,355,Garvita  Ameta,IR/PR,IR,1,OCT,VL,HZL,RDC,2023-10-18
1673,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR at RDC site at 2023-10-19 08:30,Approx 50 workers of M/s Vaaman company gathered at Mill-2 regarding the payment related issues. Workers raised concern that they did not receive full and final payment through M/s Monomark company. After being addressed by HZL management workers went to work around 09:45 hrs.,2023-10-19,08:30,2024-01-20,12:55,2024-01-20,07:28,10,Q3,2023,Mill 02,Medium,SKM,356,Garvita  Ameta,IR/PR,IR,1,OCT,VL,HZL,RDC,2023-10-19
1681,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,SOP- LSR Violation at RDC site at 2023-11-09 06:01, While random alcohol checking at gate a worker of M/s Vaaman company named Radhe Shyam Lohar on a consultant gatepass was found under the influence of alcohol (0.344mg/L). Worker Statement has been taken and mail has been sent to concern department for further action.,2023-11-09,06:01,2024-01-20,14:08,2024-01-20,08:40,11,Q3,2023,Main gate building,Medium,SKM,364,Garvita  Ameta,IR/PR,IR,1,NOV,VL,HZL,RDC,2023-11-09
1837,VEDANTA LIMITED,ALUMINIUM SECTOR,BALCO,LOW,OPEN,SECURITY INCIDENTS,ASSET/PROPERTY,ASSET/PROPERTY at BALCO site at 2023-05-15 14:30,"On May 15, 2023, at around 1430 hrs. while carrying out video surveillance of perimeter cameras, Survelliance Operator Mr. Sanyog Singh observed suspicious movement of miscreants behind ADM building. CSOC immediately mobilized security response teams to nab the miscreants. The security teams rushed to the location and caught five miscreants. Security team handed over the miscreants to local police. Simultaneously, a police compliant is lodged for further action.",2023-05-15,14:30,2023-05-15,14:45,2024-02-02,03:59,5,Q1,2023,Admin Building,Low,Zone 3,520,Vinit  Kumar,SCR- INC,ASSET,1,MAY,VL,AL,BAL,2023-05-15
1888,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,"ASSET/PROPERTY at Enabling site at 02 Feb 2024, 4:51 PM","At around 1651 Hrs some women villagers were seen roaming outside of the boundary with intention of theft at tower-18 area . 
The Information was passed to the deployed guard, He was asked to remain alert due to which the women could not enter the plant.
",2024-02-02,16:51,2024-02-03,16:40,2024-02-03,11:11,2,Q4,2024,Tower 18,Low,Security,571,Tribhuvan  Pandey,SCR- INC,ASSET,1,FEB,VL,ESL,ENB,2024-02-02
1903,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,"IR at RDC site at 16 Jan 2024, 8:25 AM","Hari singh son resident of Kotri Village and Shaitan Singh resident of Sunariya Kheda Village along with 10 to 15 villagers came at TDP and stopped the whole operations of pump house. They are demanding the employment for local people and raising concern for contract related issues. After meeting with HZL officials, operations of pump house of TDP were started at 16:30 hrs.",2024-01-16,08:25,2024-02-11,10:22,2024-02-11,04:57,1,Q4,2024,Tailing dam pump house,Low,SKM,586,Garvita  Ameta,IR/PR,IR,1,JAN,VL,HZL,RDC,2024-01-16
1908,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,SECURITY INCIDENTS,Access Control,"Select at RDC site at 22 Jan 2024, 8:18 AM",A worker named Dhanraj Gadri of M/s Vaaman company spotted doing tailgating through another worker punch named Suresh Gadri of M/s TTIPL company. Spotted by LSG and immediately reported to security supervisor. Mail has been sent to concern team for further action.,2024-01-22,08:23,2024-02-11,12:08,2024-02-11,06:53,1,Q4,2024,Main gate building,Low,SKM,591,Garvita  Ameta,SCR- INC,ACCESS,1,JAN,VL,HZL,RDC,2024-01-22
2098,VEDANTA LIMITED,ALUMINIUM SECTOR,BALCO,LOW,OPEN,SECURITY INCIDENTS,ASSET/PROPERTY,ASSET/PROPERTY at BALCO site at 2023-11-24 11:30,"At approximately 1130 hrs, on 24.11.2023, intelligence input was received from Balco Mitra about 02 Drivers of SPL trucks pilfering Collector bar from the SLF area near Cast House 3. The Plant 1 JSO along with Security team immediately reached the spot & apprehended both the drivers; Raju Kumar Patel (CG12AX7211) & Jahur Ansari (CG12AX7214). The Collector-bar were recovered from the Truck Cabin. During preliminary enquiry it was learned that the Collector bars were dumped along the SPL in the SLF Area. The Drivers belong to JH Transport deployed under M/s GreenMac Technologies.",2023-11-24,11:30,2023-11-24,12:30,2024-02-20,05:38,11,Q3,2023,Cast House 3,Low,Zone 1,781,Vinit Kumar,SCR- INC,ASSET,1,NOV,VL,AL,BAL,2023-11-24
3200,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Theft attempt,Stone pelting case reported at NPP area.,2023-08-06,22:30,2023-08-06,22:30,2024-02-24,17:01,8,Q2,2023,Ball Mill,High,Zone 2,1883,1108765,SCR- INC,MATERIALS,1,AUG,VL,AL,VALL,2023-08-06
3228,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Theft attempt,Some Locals climbing the boundary wall to theft purpose,2023-08-30,23:10,2023-08-30,23:10,2024-02-24,17:41,8,Q2,2023,Bridge 40,Medium,Zone 3,1911,11018765,SCR- INC,MATERIALS,1,AUG,VL,AL,VALL,2023-08-30
4365,VEDANTA LIMITED,CAIRN OIL & GAS,RJON-Upstream,LOW,OPEN,SECURITY INCIDENTS,Access Control,"Access Control at RJ NORTH site at 21 Mar 2024, 12:03 PM",test descriptionnn,2024-03-21,12:03,2024-03-21,12:03,2024-03-21,12:04,3,Q4,2024,NE# 1 Site ,Medium,BHAGYAM WELL PADS,3048,SARABHAI  ITTeam,SCR- INC,ACCESS,1,MAR,VL,CAI,RJ,2024-03-21
4775,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Access Control,Some copper cables were stolen by miscreants from SSNP watch tower area.,informed and investigated.,2024-03-05,04:30,2024-04-04,20:07,2024-04-04,14:40,3,Q4,2024,SSNP,High,Zone 3,3458,Sk Ajmal Ali,SCR- INC,ACCESS,1,MAR,VL,AL,VALL,2024-03-05
6239,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,BP Cotecna company workers were doing strike at main gate due to payment issue.,Informed to concerned HR.,2024-03-04,05:30,2024-03-04,05:30,2024-05-12,03:46,3,Q4,2024,Admin Building,Low,Zone 1,4922,Nitin   Shastri,SCR- INC,ASSET,1,MAR,VL,AL,VALL,2024-03-04
8000,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,Theft Attempt,Some intruders were trying to take away scrap materials from RMF scrapyard.,2024-06-30,16:00,2024-06-30,18:35,2024-07-15,13:53,6,Q1,2024,Ball Mill,Medium,Zone 2,6684,Pritam Rath,SCR- INC,ASSET,1,JUN,VL,AL,VALL,2024-06-30
11508,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Others,Some children entered at CHP area.,"Some children entered at CHP area and broke the camera at the location.
",2025-04-11,05:40,2025-04-11,05:55,2025-05-15,10:42,4,Q1,2025,Bridge 40,Low,Zone 3,10196,Pritam Rath,SCR- INC,OTHERS,1,APR,VL,AL,VALL,
1666,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR at RDC site at 2023-10-10 16:40," Approx 35 workers of M/s NG Gadhiya company workers stopped their shift. Workers raised their issue regarding last month's salary not received. After being addressed by Union representative, workers went to work around 18:52 hrs.",2023-10-10,16:40,2024-01-20,12:08,2024-01-20,06:41,10,Q3,2023,Mine Shaft,Medium,SKM,349,Garvita  Ameta,IR/PR,IR,1,OCT,VL,HZL,RDC,2023-10-10
1690,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,IR at RDC site at 2023-12-26 15:30,M/s NG Gadhiya company workers were gathered from 15:30 hrs. to 18:30 hrs. due to internal conflict in workers at underground during A shift. After discussion with management the matter was resolved.,2023-12-26,15:30,2024-01-20,14:54,2024-01-20,09:29,12,Q3,2023,Mine Shaft,Medium,SKM,373,Garvita  Ameta,IR/PR,IR,1,DEC,VL,HZL,RDC,2023-12-26
1703,VEDANTA LIMITED,Hindustan Zinc Limited,PMP,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at PMP site at 15 May 2023, 4:19 PM","One worker not wearing safety helmet.
Name- Sujay Malik,
Punch No- PMP0006239,
Contractor- Target,",2023-05-15,16:19,2024-01-22,23:59,2024-01-22,19:16,5,Q1,2023,Switch Yard,Low,UIC-2 (Zinc &Lead Plant),386,Anmol  Ratan,SCR- INC,SOP- LSR,1,MAY,VL,HZL,PMP,2023-05-15
1711,VEDANTA LIMITED,Hindustan Zinc Limited,PMP,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at PMP site at 24 May 2023, 10:15 AM","During CCTV observation found that A Vaaman worker was transferring diesel from drum to fork lifter without wearing hand gloves.

Name of person:- Mr. Mumtiyaz  M/s Vaaman Engineer
Punch No.:- PMP0005553,
",2023-05-24,10:15,2024-01-23,01:22,2024-01-22,19:55,5,Q1,2023,Utility area,Low,UIC-1 (Silver Plant),394,Anmol  Ratan,SCR- INC,SOP- LSR,1,MAY,VL,HZL,PMP,2023-05-24
1713,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,Others,Testing 1,Testing ongoing,2024-01-23,17:00,2024-01-23,17:37,2024-01-23,12:09,1,Q4,2024, 47Khata/Karma ,Low,Office Buildings,396,Anshu  Giri,SCR- INC,OTHERS,1,JAN,VL,ESL,ENB,2024-01-23
1716,VEDANTA LIMITED,Hindustan Zinc Limited,PMP,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at PMP site at 18 Jun 2023, 2:48 PM","During manual patrolling in FG Yard its observed that one Vaaman worker chiseling the Zumbo Ingots and one IGI worker watching it closely. Both were not wearing safety goggle.
Balbeer( PMP0005858)- Vaaman,
Sunil( PMP0005769)- IGI",2023-06-18,14:48,2024-01-24,01:07,2024-01-23,19:40,6,Q1,2023,FG yard,Low,UIC-2 (Zinc &Lead Plant),399,Anmol  Ratan,SCR- INC,SOP- LSR,1,JUN,VL,HZL,PMP,2023-06-18
1717,VEDANTA LIMITED,Hindustan Zinc Limited,PMP,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at PMP site at 19 Jun 2023, 10:13 PM","A worker of Vaaman did not wear ppe’s in zinc plant.
Worker name :- Mr. Saran Pal Singh. ",2023-06-19,22:13,2024-01-24,01:11,2024-01-23,19:43,6,Q1,2023,FG yard,Low,UIC-2 (Zinc &Lead Plant),400,Anmol  Ratan,SCR- INC,SOP- LSR,1,JUN,VL,HZL,PMP,2023-06-19
1734,VEDANTA LIMITED,Hindustan Zinc Limited,PMP,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at PMP site at 07 Oct 2023, 10:00 PM","During random security checking procedure at main gate, one driver of Wartsila taxi found under the influence of alcohol. He was found positive (0.101mg/L). 
Name of person;- Vijay",2023-10-07,22:00,2024-01-24,04:11,2024-01-23,22:43,10,Q3,2023,Main gate,Low,UIC-3 (Common Area),417,Anmol  Ratan,SCR- INC,SOP- LSR,1,OCT,VL,HZL,PMP,2023-10-07
1735,VEDANTA LIMITED,Hindustan Zinc Limited,PMP,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"Under Influence of Alcohol 14 Oct 2023, 12:15 AM","During security checking procedure at main gate, Mr. Aman anant found under the influence of alcohol. (0.025mg/L). ",2023-10-14,00:15,2024-01-24,04:13,2024-01-23,22:46,10,Q3,2023,Main gate,Low,UIC-3 (Common Area),418,Anmol  Ratan,SCR- INC,SOP- LSR,1,OCT,VL,HZL,PMP,2023-10-14
1913,VEDANTA LIMITED,Hindustan Zinc Limited,RDC,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,"Select at RDC site at 28 Jan 2024, 11:40 AM","At around 11:40hrs, two unidentified men cut the pipeline situated at the tailing dam, on information shift I/c along with QRT reached the tailing dam around 12:00hrs, but no suspect was found there furthermore it was intimated to all regarding concern.",2024-01-28,11:40,2024-02-11,12:41,2024-02-11,07:14,1,Q4,2024,Tailing Dam,Low,SKM,596,Garvita  Ameta,IR/PR,IR,1,JAN,VL,HZL,RDC,2024-01-28
1936,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,"ASSET/PROPERTY at Enabling site at 26 Jan 2024, 5:00 PM","At around 1700 hrs, some ladies were roaming  outside of boundary wall near tower 18 with intention of theft.

Information was passed to the nearest deployed guard.  He shouted and scared them off.  The ladies ran away empty handed.
",2024-01-26,17:00,2024-02-13,17:46,2024-02-13,12:17,1,Q4,2024,Tower 18,Low,Security,619,Tribhuvan  Pandey,SCR- INC,ASSET,1,JAN,VL,ESL,ENB,2024-01-26
1959,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,NON-SECURITY INCIDENTS-OTHER,Any Other,"Any Other at Enabling site at 31 Jan 2024, 6:30 PM","At around 1830 hrs, QRT 3 informed the Security shift I/C that a truck No WB23E 6808 of Amrit Fright collided with other truck No JH09AL 6946 of Bandhu Road Lines while going out from Chimney parking area.

Traffic team and QRT team reached on the spot.  Traffic team carried out alcohol test of both drivers and both were found negative. Both drivers sorted out the issue and gave written statement, Post which both the vehicles were released.
",2024-01-31,18:30,2024-02-14,11:42,2024-02-14,06:15,1,Q4,2024,Chimney Parking ,Low,Parking Yards,642,Tribhuvan  Pandey,NON-SEC-INC,ANY,1,JAN,VL,ESL,ENB,2024-01-31
1961,VEDANTA LIMITED,ESL,ENABLING,LOW,CLOSED,SECURITY INCIDENTS,ASSET/PROPERTY,"ASSET/PROPERTY at Enabling site at 31 Jan 2024, 11:19 AM","At around 1119 hrs, some woman and boys had entered the plant premises near Ansari tola gate (Upper pipe yard side).

Information was passed to the nearest deployed guard.  He shouted and scared him off.  Post which all miscreants ran away and left all 45-50 kg iron scrap worth approx Rs 1500/-.
",2024-01-31,11:19,2024-02-14,11:48,2024-02-14,06:22,1,Q4,2024,Ansari Tola Gate ,Low,Security,644,Tribhuvan  Pandey,SCR- INC,ASSET,1,JAN,VL,ESL,ENB,2024-01-31
2104,VEDANTA LIMITED,ALUMINIUM SECTOR,BALCO,LOW,OPEN,SECURITY INCIDENTS,ASSET/PROPERTY,ASSET/PROPERTY at BALCO site at 2024-01-08 01:37,"On January 8, 2024, at approximately 0137 hours, during CCTV surveillance, Mr. Ishwar Lal Yadav, the Surveillance Operator, identified suspicious movement of an intruder at DM Gate, Plant-3. This information was promptly relayed to the Plant-2 Shift In Charge, the Quick Response Team (QRT), and the deployed DM plant guard. The security team swiftly responded to the reported location. However, upon detecting the security team, the miscreant quickly fled the location and left the scene without any stolen items. Following a comprehensive search of the entire area, the security team uncovered a foxhole in the cable room near the DM gate.",2024-01-08,01:37,2024-01-08,09:00,2024-02-20,06:55,1,Q4,2024,DMP Plant,Low,Zone 3,787,Vinit  Kumar,SCR- INC,ASSET,1,JAN,VL,AL,BAL,2024-01-08
3317,VEDANTA LIMITED,ALUMINIUM SECTOR,VAL L,LOW,CLOSED,SECURITY INCIDENTS,Material,Theft attempt,Theft attempt at RMF area and ladies entered at RMF area.,2023-09-21,13:08,2023-09-21,13:08,2024-02-25,07:39,9,Q2,2023,Ball Mill,Medium,Zone 2,2000,313620,SCR- INC,MATERIALS,1,SEP,VL,AL,VALL,2023-09-21
