INCROWID,VNAME,BUNAME,SINAME,PRIORITY,STATUS,INCIDENTTYPENAME,INCIDENTCATNAME,INCIDENTTITLE,INCIDENTDETAILS,OCCUREDDATE,OCCUREDTIME,REPORTEDDATE,REPORTEDTIME,LASTUPDATEDDATE,LASTUPDATEDTIME,MONTH,QUARTER,YEAR,LNAME,LEVELNAME,ZNAME,INCIDENTID,REPORTEDBY,INCIDENTTYPENAME_DISPLAY,INCIDENTCATNAME_DISPLAY,INCIDENTCOUNT,MONTHNAME,VCODE,BUCODE,SICODE,DSRDATE
3493,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 19 Jan 2023, 9:00 AM","During surprise check conducted by security at Gate-03 on 19.01.2023 at 07:20hrs, Mr. Abhi, Admin driver was found to be alcohol positive case (4%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-01-19,09:00,2023-01-19,09:00,2024-03-06,06:28,1,Q4,2023,Main Gate,Low,Admin Building,2176,Console   Operator,SCR- INC,SOP- LSR,1,JAN,VL,IOB,IOK,2023-01-19
3486,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 01 Jan 2023, 6:12 AM"," During surprise check conducted by security at Gate-02 on 01.01.2023 at 06:12hrs, Mr. Basavaraj, an employee of Admin Canteen worker was found to be alcohol positive case (32%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-01-01,06:12,2023-01-06,06:12,2024-03-06,05:29,1,Q4,2023,Gate 2,Low,Mines,2169,Console   Operator,SCR- INC,SOP- LSR,1,JAN,VL,IOB,IOK,2023-01-01
3490,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 03 Jan 2023, 9:45 AM","During surprise check conducted by security at Gate-03 on 03.01.2023 at 09:45hrs, Mr.Lohith, Lorry driver was found to be alcohol positive case (30%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-01-03,09:45,2023-01-03,09:45,2024-03-06,06:12,1,Q4,2023,Gate 3 WB & Road,Low,Mines,2173,Console   Operator,SCR- INC,SOP- LSR,1,JAN,VL,IOB,IOK,2023-01-03
3494,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 21 Jan 2023, 7:22 AM","During surprise check conducted by security at Gate-03 on 21.01.2023 at 07:22hrs, Mr. Noorulla, BSV Contract driver was found to be alcohol positive case (Positive %). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-01-21,07:22,2023-01-21,07:22,2024-03-06,06:33,1,Q4,2023,Gate 2,Low,Mines,2177,Console   Operator,SCR- INC,SOP- LSR,1,JAN,VL,IOB,IOK,2023-01-21
3495,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 24 Jan 2023, 1:15 PM","During surprise check conducted by security at Gate-03 on 24.01.2023 at 13:15hrs, Mr. Babu, Veeresh contract driver was found to be alcohol positive case (10%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-01-24,13:15,2023-01-24,13:15,2024-03-06,07:22,1,Q4,2023,Gate 3 WB & Road,Low,Mines,2178,Console   Operator,SCR- INC,SOP- LSR,1,JAN,VL,IOB,IOK,2023-01-24
3496,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 31 Jan 2023, 10:00 AM","During surprise check conducted by security at Gate-03 on 31.01.2023 at 10:00hrs, Mr. Hanumantha, Lorry driver was found to be alcohol positive case (Positive%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-01-31,10:00,2023-01-06,10:00,2024-03-06,07:29,1,Q4,2023,Gate 3 WB & Road,Low,Mines,2179,Console   Operator,SCR- INC,SOP- LSR,1,JAN,VL,IOB,IOK,2023-01-31
3497,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 07 Mar 2023, 9:22 AM","During surprise check conducted by security at Gate-03 on 07.03.2023 at 09:22hrs, Mr. Manjunath B, Lorry driver was found to be alcohol positive case (7%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-03-07,09:22,2023-03-07,09:22,2024-03-06,07:34,3,Q4,2023,Gate 3 WB & Road,Low,Mines,2180,Console   Operator,SCR- INC,SOP- LSR,1,MAR,VL,IOB,IOK,2023-03-07
3492,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 17 Jan 2023, 11:54 AM","During surprise check conducted by security at Gate-03 on 17.01.2023 at 11:54hrs, Mr. Bommaling, Lorry driver was found to be alcohol positive case (5%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-01-17,11:54,2023-01-17,11:54,2024-03-06,06:25,1,Q4,2023,Gate 3 WB & Road,Low,Mines,2175,Console   Operator,SCR- INC,SOP- LSR,1,JAN,VL,IOB,IOK,2023-01-17
3500,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 18 Mar 2023, 5:38 AM","During surprise check conducted by security at Janakonda parking on 18.03.2023 at 05:38hrs, Mr. Raghavendra, Lorry  driver was found to be alcohol positive case (9%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-03-18,05:38,2023-03-18,05:38,2024-03-06,07:45,3,Q4,2023,Jankonda Parking Yard,Low,Gate-3 Traffic,2183,Console   Operator,SCR- INC,SOP- LSR,1,MAR,VL,IOB,IOK,2023-03-18
3499,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 18 Mar 2023, 5:21 AM","During surprise check conducted by security at Janakonda parking on 18.03.2023 at 05:21hrs, Mr. Puttayya, Lorry  driver was found to be alcohol positive case (6%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2023-03-18,05:21,2023-03-18,05:21,2024-03-06,07:42,3,Q4,2023,Jankonda Parking Yard,Low,Gate-3 Traffic,2182,Console   Operator,SCR- INC,SOP- LSR,1,MAR,VL,IOB,IOK,2023-03-18
3508,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,SECURITY INCIDENTS,SOP- LSR Violation,"SOP- LSR Violation at IOK site at 04 May 2022, 1:37 PM","During surprise check conducted by security at Gate-03 on 04.05.2023 at 13: 57hrs, Mr.   Gangaraj driver was found to be alcohol positive case (19%). The security department immediately informed the concerned department, and did not allow duty. and returned to back.",2022-05-04,13:37,2023-05-04,13:37,2024-03-06,08:33,5,Q1,2022,Gate 3 WB & Road,Low,Mines,2191,Console   Operator,SCR- INC,SOP- LSR,1,MAY,VL,IOB,IOK,2022-05-04
3249,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-19 07:40,"On 19th April 2022at around 07:40hrs & 12:20hrs , Mr. Venkatesh S/O thumalappa  blocked the Maingate, due to wheel loader demand.  Attended by security team Convinced them and clear the issue at about 07:50hrs & 12:30hrs",2022-04-19,07:40,2022-04-19,07:40,2024-02-24,18:22,4,Q1,2022,Main Gate,Low,Admin Building,1932,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-19
3251,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-23 05:25,"On 23th April 2022at around 05:25hrs mr siddesh yapa blocked the road stopped the empty vehicle in mudroad, due to Settalment  issue, Attended by logistic team  convinced them and cleared the issue at about 13:15hrs",2022-04-23,05:25,2022-04-23,05:25,2024-02-24,18:26,4,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1934,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-23
3258,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-27 17:00,"On 27th April 2022 at around 1700hrs, the bommenhalli villager Mr venkatesh stopped the loaded bsv tipper due to over time dispatch, Attended by rural police convinced him and clear the issue at about 2015hrs.",2022-04-27,17:00,2022-04-27,17:00,2024-02-24,18:36,4,Q1,2022,Bommenahalli,Low,Gate-3 Traffic,1941,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-27
3246,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-16 12:00,"On 16th April 2022at around 12:00hrs, Mr. Siddanna blocked the road stopped the loaded vehicle, due to labour payment pending ,  Attended by logistic team Convinced them and clear the issue at about 13:05hrs",2022-04-16,12:00,2022-04-16,12:00,2024-02-24,18:17,4,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1929,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-16
3247,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-17 12:00,"On 17th April 2022at around 12:00hrs, Mr. basanna blocked the road stopped the loaded vehicle, due to own vehicle loading issue.  Attended by logistic team Convinced them and clear the issue at about 12:42hrs",2022-04-17,12:00,2022-04-17,12:00,2024-02-24,18:19,4,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1930,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-17
3254,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-24 10:45,"On 24th April 2022at around 10:45hrs bommenahalli membars mr venkatesh & Mr siddanna & Mr manjanna. blocked the road stopped the bsv loaded vehicles,, due to dog issue ,membars want to talk with transporter and mineing representative. Attended by hireguntanuru police, convinced them and cleared the issue at about 13:15hrs.",2022-04-24,10:45,2022-04-25,10:45,2024-02-24,18:30,4,Q1,2022,Bommenahalli,Low,Gate-3 Traffic,1937,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-24
3255,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-26 10:45,"On 26th April 2022at around 10:45hrs Mr Yogesh S/o hotel Basavaraj bommenahalli villager  blocked the road stopped the loaded vehicles in his own land, due to loading  issue,  Attended by logistic team convinced him and cleared the issue at about 16:00hrs.",2022-04-26,10:45,2022-04-26,10:45,2024-02-24,18:32,4,Q1,2022,Mud Road,Low,Gate-3 Traffic,1938,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-26
3262,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-30 05:30,"On 30th April 2022 at around 05:30hrs, Mr murali bhommenahalli villager,  blocked the road stopped the shift vehicles,  due to Security vehicle issue  , Attended by Security team & Police  convinced him and clear the issue at about 07:30hrs.",2022-04-30,05:30,2022-04-30,05:30,2024-02-24,18:44,4,Q1,2022,Bommenahalli,Low,Gate-3 Traffic,1945,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-30
3263,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-30 12:30,"On 30th April 2022 at around 12:30hrs, Mr Rajappa Bheemasamudra  villager blocked the road stopped the loaded vehicles in his own land,  due to direct vehicle issue, Attended by Security ASO Mr Prasanna HP and team  convinced him and clear the issue at about 14:40hrs.",2022-04-30,12:30,2022-04-30,12:30,2024-02-24,18:45,4,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1946,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-30
3271,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IOK site at 11 May 2022, 2:50 PM","On 11th May 2022 at around 14:50hrs, Mr Mohammed basha Beemasamudra villager blocked the road stopped the loaded vehicle in his  own land,  due to dust issue, Attended by Security ASO Mr Prasanna & mud road bouncher convinced him and cleared the issue at about 15:20hrs",2022-05-11,14:50,2022-05-11,14:50,2024-02-24,19:07,5,Q1,2022,Mud Road,Low,Gate-3 Traffic,1954,Console   Operator,IR/PR,IR,1,MAY,VL,IOB,IOK,2022-05-11
3272,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IOK site at 13 May 2022, 7:30 PM","On 13th May 2022 at around 19:30hrs, Mr Girish S/O jankal Manjanna Beemasamudra villager, open the trunch in mud road,   due to transport  issue, Attended by logistic team convinced him and cleared the issue at about 15:30hrs on 14.05.2022",2022-05-13,19:30,2022-05-13,19:30,2024-02-24,19:09,5,Q1,2022,Mud Road,Low,Gate-3 Traffic,1955,Console   Operator,IR/PR,IR,1,MAY,VL,IOB,IOK,2022-05-13
3275,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IOK site at 15 May 2022, 12:50 PM","On 15th May 2022 at around 12:50hrs, Mr Nagaraj bheemasamudra villager blocked the road stopped the loaded vehicles, due to  security deployment  issue,Attended by security ASO Mr Prasanna & team Convinced him and cleared the issue at about 13:05hrs",2022-05-15,12:50,2022-05-15,12:50,2024-02-24,19:18,5,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1958,Console   Operator,IR/PR,IR,1,MAY,VL,IOB,IOK,2022-05-15
3276,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IOK site at 18 May 2022, 12:00 PM","On 18th May 2022 at around 12:00 hrs, Mr Hanumanthappa Palya blocked the road stopped the loaded vehicles in BBH jsw junction, due to  Dust on lorry  issue,Attended by security ASO Mr Ualavappa & Kumar Swamy cleared the issue at about 12:30hrs",2022-05-18,12:00,2022-05-18,12:00,2024-02-24,19:19,5,Q1,2022,BBH Railway building,Low,BBH Railway Siding,1959,Console   Operator,IR/PR,IR,1,MAY,VL,IOB,IOK,2022-05-18
3279,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IOK site at 18 May 2022, 12:30 PM","On 18th May 2022 at around 12:30hrs, Mr Rangaswamy & Mr Chandrappa Bheemasamundra  blocked the  road stopped the loaded vehicles, in his own land,  due to monthly payment issue, Attended by security ASO Mr Prasanna convinced him and cleared the issue at about 15:25hrs",2022-05-18,12:30,2022-05-18,12:30,2024-02-24,19:23,5,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1962,Console   Operator,IR/PR,IR,1,MAY,VL,IOB,IOK,2022-05-18
3252,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-23 08:25,"On 23th April 2022at around 08:25hrs mr sathish blocked the road stopped the loaded vehicle , due to direct vehicle   issue, Attended by rural police convinced them and cleared the issue at about 19:30hrs.",2022-04-23,08:25,2022-04-23,08:25,2024-02-24,18:27,4,Q1,2022,Malappanhatti,Low,Gate-3 Traffic,1935,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-23
3257,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-26 18:45,"On 26th April 2022at around 18:45hrs Malappanahatti gramapanchayath member Mr Shivanna   blocked the road stopped the loaded vehicles,  due to over time  issue,  Attended by Mr Balachandra naik him and cleared the issue at about 20:30hrs.",2022-04-26,18:45,2022-04-26,18:45,2024-02-24,18:35,4,Q1,2022,Malappanhatti,Low,Gate-3 Traffic,1940,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-26
3259,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-27 04:00,"On 27th April 2022 at around 04:00hrs, Mr Yogesh bheemasamudra villager,  stopped the empty vehicles, own vehicle issue, Attended by Security team & Logistic team convinced him and clear the issue at about 10:20hrs.",2022-04-27,04:00,2022-04-27,04:00,2024-02-24,18:38,4,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1942,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-27
3260,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,IR,PR - Villagers/ Neighborhood at IRON ORE KARNATAKA site at 2022-04-28 10:44,"On 28th April 2022 at around 10:44hrs, Mr Rajappa bheemasamudra villager  stopped the empty vehicles in bms bunk,  due to settalment issue , Attended by Security team & Logistic team convinced him and clear the issue at about 11:30hrs.",2022-04-28,10:44,2022-04-28,10:44,2024-02-24,18:39,4,Q1,2022,Bheemsamundra Bunk,Low,Gate-3 Traffic,1943,Console   Operator,IR/PR,IR,1,APR,VL,IOB,IOK,2022-04-28
3264,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IOK site at 02 May 2022, 5:30 AM","On 02nd May 2022 at around 05:30hrs, Mr Murali S/o Govindappa Bommenahalli villager blocked the road stopped the shift vehicles ,  due to bolero  issue, Attended by Police Convinced him and cleared the issue at about 09:20hrs.",2022-05-02,05:30,2022-05-02,05:30,2024-02-24,18:47,5,Q1,2022,Bommenahalli,Low,Gate-3 Traffic,1947,Console   Operator,IR/PR,IR,1,MAY,VL,IOB,IOK,2022-05-02
3266,VEDANTA LIMITED,Iron Ore Business,IRON ORE KARNATAKA,LOW,CLOSED,NON-SECURITY INCIDENTS-IR/PR,PR - Villagers/ Neighborhood,"PR - Villagers/ Neighborhood at IOK site at 07 May 2022, 1:00 PM","On 07th May 2022 at around 13:00hrs, Mr Nagaraj  Janakonda villager blocked the  road stopped the empty vehicles in his own land,  due to mesh  issue, Attended by Logistic team convinced him and cleared the issue at about 14:30hrs",2022-05-07,13:00,2022-05-07,13:00,2024-02-24,18:51,5,Q1,2022,Jankonda Parking Yard,Low,Gate-3 Traffic,1949,Console   Operator,IR/PR,IR,1,MAY,VL,IOB,IOK,2022-05-07
